id_str,text,class
785921736260718593,[VÍDEO] Recuperan patrulla fatula en Santurce -  ,USA
785916448719773700,Gobernador pide unidad para derrotar a Rosselló EncuestaEND - ,USA
785912298208583680,[OPINIÓN] La tormenta que arrasa al PPD | Lee la columna de @TorresGotay -  ,USA
785902880192548866,Empeora la situación sanitaria de Haití | La gente morirá pronto si no recibimos alguna ayuda -… ,USA
785899602016731136,Turismo lanza La Ruta Taína -  ,USA
785888909733486594,[OPINIÓN] Los electores anti Rosselló le están dando la victoria -  ,USA
785883712743284737,Mayor estrés si cobras un salario alto -  ,USA
785875755704004609,Educación investiga incidente con maestro en San Lorenzo | Perdió el control -  ,USA
785867865094139905,Con PROMESA el PNP gana aunque pierda -  ,USA
785859897007243268,Conoce los detalles de cómo se hizo La EncuestaEND a un mes de las elecciones -  ,USA
785855845422788608,El Mesón abre su tercer local en Florida -  ,USA
785851957953097728,[VÍDEOS] Reaccionan a La EncuestaEND los candidatos a comisionado residente -  ,USA
785846797134626819,EN VIVO: ¿Podrán los candidatos independientes cambiar los resultados de las elecciones? EncuestaEND -… ,USA
785842652881321990,Asoma segunda ronda de arrestos por vínculos con Anaudi -  ,USA
785838396187041792,Doctora española de 62 años da a luz a una niña -  ,USA
785833778258251776,[VÍDEO] Candidatos reaccionan a la EncuestaEND a un mes de los comicios -  ,USA
785817142906097668,Estalla la tensión entre los republicanos por @realDonaldTrump -  ,USA
785812200166338560,"“Por muy larga que sea la tormenta, el sol siempre vuelve a brillar entre las nubes”, Khalil Gibran | CitaAM -… ",USA
785808666226110464,Descartan error por papeletas en blanco -  ,USA
785805391670091777,EncuestaEND: @ricardorossello afianza su sólida ventaja | Histórico respaldo a los candidatos independientes -… ,USA
785800866905198592,[VIDEO] Reaccionan los directores de campaña a los resultados del sondeo -  ,USA
785797093923315713,[EDITORIAL] Para eliminar el proceso burocrático -  ,USA
785789546067816448,Virgo: La prisa solo te traerá más problemas -  ,USA
785782001903235072,Giro histórico en EncuestaEND -  ,USA
785706861488025601,Pepe Mujica advierte civilización va camino a convertirse en gigantesco basurero -  ,USA
785696428806975488,Novia de Danilo Beauchamp se da otra oportunidad -  ,USA
785690513328398336,Evacuan centro comercial en Nueva Jersey ante posible bomba -  ,USA
785686947381452800,[VÍDEO] Los negocios de @realDonaldTrump: exageración y realidad  -  ,USA
785682191455956995,Alemania arresta a sirio buscado por planear supuesto ataque -  ,USA
785677829153316864,Maestros de Chicago se preparan para declararse en huelga -  ,USA
785671278392778752,.@Indians barren a @RedSox -  ,USA
785667339073093632,Colombia y el ELN anuncian inicio formal de diálogo de paz -  ,USA
785662745504993281,Reportan doble asesinato en Aguadilla -  ,USA
785661228588814336,Demócratas logran se amplíe plazo para registro de votantes en Florida -  ,USA
785656224746397697,Nacionales derrotan 8-3 a los Dodgers -  ,USA
785652811987951616,"Roban 150,000 biblias en Colombia -  ",USA
785647045491040256,Presente la figura de José Fernández -  ,USA
785641103731007488,Solicitarán nuevo juicio en Masacre de Trujillo Alto -  ,USA
785637806655741952,Denuncian robos en plantel en Cataño -  ,USA
785631358496354305,"[VIDEO] @realDonaldTrump tuvo varios negocios antes de su ambición política, pero ¿cómo les fue? Descúbrelo -… ",USA
785627044180742145,[ACTUALIZACIÓN] Samsung urgió a los consumidores a apagar de inmediato sus Galaxy Note 7 -  ,USA
785621765095514112,Aladino de Disney también llegaría al cine de acción real -   ,USA
785615969129418753,Calabaza sorprende en concurso en EE.UU. ¿Cuánto crees que pesó? -  ,USA
785612117013434368,Suspenden las ventas del Galaxy Note 7 -  ,USA
785609400060747776,Mal uso del protector diario expone a infecciones. Esto es lo que dicen los doctores -   ,USA
785606232895729665,Aviso de inundaciones repentinas para el área metropolitana. Conoce hasta cuándo -  ,USA
785603062291312640,Más pruebas apuntan a que Yahoo! espió millones de correos -  ,USA
785601840310136832,Muere niño al inhalar gas de planta eléctrica en Florida -  ,USA
785597763346059264,Científicos prevén aumento de inundaciones en próximas décadas -  ,USA
785593619101003777,Líder republicano parece reconocer que Trump perderá las elecciones -  ,USA
785589472280780803,"[OPINIÓN] Privatizar la AEE, ¿para qué? -  ",USA
785587775437320193,Arrestan a protagonista de “Divergent” durante manifestación -  ,USA
785586276606943232,RT @damaris_endi: Cerrada la calle Genuino para velorio QuiqueLucca en Ponce. ,USA
785586244491157504,RT @damaris_endi: Empieza la rumba en la calle en velorio de QuiqueLucca ,USA
785584311210651648,Ashton Kutcher desearía no ser un actor famoso -  ,USA
785579657991102464,Baja la mitad la deuda de los residenciales públicos con la AEE-  ,USA
785575379507351553,[OPINIÓN] No prestes más tu voto | Se necesita una persona de valentía que pueda gobernar al país -… ,USA
785571605225218049,[ACTUALIZACIÓN] Encuentran a niña desaparecida en Florida | El secuestrador fue arrestado -  ,USA
785567416436658176,Despiden a don Quique Lucca en Ponce | Sigue las incidencias del velorio del fundador de La Sonora Ponceña -… ,USA
785566184884187140,RT @damaris_endi: Expuesto en su hogar QuiqueLucca falleció ayer a sus 103 años. ,USA
785566163715493888,RT @damaris_endi: Casa de QuiqueLucca segundo piso. Aquí velan el cuerpo del fundador de La Sonora Ponceña ,USA
785566141678702592,RT @damaris_endi: Nelson Lugo espera por otros músicos para tocar en la acera en honor a QuiqueLucca velorio ,USA
785563054586986496,Prueba de saliva para medicar contra el trastorno de ansiedad -  ,USA
785560095983669253,Transportistas e inspectores se lanzan denuncias de intimidación -   ,USA
785553866574012416,"[OPINIÓN] Aunque injusta, debemos cumplir con PROMESA -  ",USA
785548200639815681,Mira cómo agotan sus estrategias los candidatos para enamorar a los electores -  ,USA
785543268339593216,Con fecha el cierre de campaña de la Pava -  ,USA
785539148899766272,Coca-Cola y Pepsi pagan para tapar sus vínculos con la obesidad en EE.UU -  ,USA
785533354561208321,Obispos católicos rechazan la Junta de Supervisión Fiscal -  ,USA
785529076018589697,[VIDEO] Trump acecha a Hillary Clinton durante el debate | El candidato republicano la perseguía en sus ponencias -… ,USA
785525275983355904,[VIDEO] Piloto evita tragedia aérea en aeropuerto de República Checa | Mira el escalofriante vídeo -… ,USA
785521528108617728,“‘Miss Piggy’ es una expresión de cariño” | Exsecretario de Justicia de Puerto Rico defendió a @realDonaldTrump -… ,USA
785517556366921728,Buscan a niña de 4 años desaparecida en Florida  -  ,USA
785512719130566656,[VÍDEO] Impactante mirada a Haití tras el azote de Matthew | La tragedia desde el lente de @photoxabo -… ,USA
785508438965006336,Representante del PNP pide a su partido y al Congreso rechazar la 245ª -  ,USA
785500308822601728,[ACTUALIZACIÓN] Rescatan a hombre que desapareció tras lanzarse al mar -  ,USA
785499700774305793,"[OPINIÓN] “Él me pega, pero trae la compra” | Mucha gente está sufriendo porque su partido no es lo que fue -… ",USA
785495611244097536,[VIDEO] Revelan pruebas de que el hombre fue a la luna -  ,USA
785492274478186497,Buscan a hombre que desapareció tras lanzarse al mar -  ,USA
785488385070600192,Cotto rumbo a un combate frente al IRS | Su nueva pelea será en los tribunales. -  ,USA
785483598493167616,¡Cómo! | Niño alemán gasta $4 millones en compras por internet -  ,USA
785479973389737985,Policía pide se denuncien casos de payasos amenazantes | Esta modalidad parece que está llegando a la Isla -… ,USA
785476500636045312,Debate presidencial en EE.UU. rompe récord en Twitter | Conoce por qué -  ,USA
785472239940403200,[OPINIÓN] Elecciones plebiscitarias | Columna del médico Hernán Padilla -  ,USA
785468996296384512,Camioneros y grueros se tiran a la calle a protestar | Anticipan problemas con el tránsito -  ,USA
785465327400333312,Cierra el casino Trump Taj Mahal -  ,USA
785455288300122112,Intento resucitador al sistema de salud | Puerto Rico se quedará sin fondos en el 2017 -  ,USA
785448925167702017,[VÍDEO] “Quiero compartir con mi papá fuera de la cárcel” FreeOscarLopezNow -  ,USA
785442861831512064,.@SamsungMobile detiene producción del Galaxy Note 7 -  ,USA
785434954943504388,[EDITORIAL] Cuando la vida y el bienestar depende de otros -  ,USA
785428435044737025,Acuario: Deja a un lado las preocupaciones y diviértete -  ,USA
785419604847955968,"“No tengas miedo de dar un gran paso. Usted no puede cruzar un abismo en dos pequeños saltos”, D. L. George CitaAM… ",USA
785342672026251264,Mejores frases del segundo debate presidencial -  ,USA
785325127621709825,Clinton insiste Trump no está apto para ser presidente de EE.UU. | Vota en nuestro sondeo -  ,USA
785319123924332544,.@BlueJays completaron la barrida -  ,USA
785317155701043202,Billy Bush se toma una pausa -  ,USA
785310129520377856,SONDEO: ¿Quién crees que lució mejor en el segundo debate presidencial? - ,USA
785308453426253824,RT @JoseADelgadoEND: Terminó el debate.  Ahora sí se dieron la mano. debateEEUU,USA
785308228737314816,RT @JoseADelgadoEND: Trump dice que considera que  Clinton es una luchadora que no se rinde. debateEEUU,USA
785308086483374080,RT @JoseADelgadoEND: ¿Que cosa positiva puede decir de su oponente? Clinton elogia a los hijos de Trump. debateEEUU,USA
785306425509580800,"RT @JoseADelgadoEND: Clinton dice respeta segunda enmienda Constitución EEUU, pero advierte importancia veriticación historial de los que q…",USA
785306062807142400,RT @JoseADelgadoEND: También destaca la importancia de la segunda enmienda protege el derecho a tener armas. debateEEUU,USA
785305931814801409,RT @JoseADelgadoEND: Trump dice que buscará llenar la vacante con un candidato que se asemeje a las posturas del fallecido juez Antonin Sca…,USA
785305911652790272,RT @JoseADelgadoEND: Clinton reafirma además importante mantener estado de derecho sobre derechos reproductivos.,USA
785305890714857472,RT @JoseADelgadoEND: El aspecto más importante para llenar vacante Tribunal Supremo EEUU. Quiero ver al TSEEUU revertir decisión Citizen U…,USA
785305583217893376,"RT @JoseADelgadoEND: Nos va a enviar de nuevo a la recesión económica, dijo Clinton sobre Trump. debateEEUU",USA
785305320398520321,"RT @JoseADelgadoEND: Tenemos un país muy dividido...tiene tremendo odio en su corazón, indicó Trump. debateEEUU",USA
785303216053297152,RT @JoseADelgadoEND: ¿Puede ser presidente dedicado a todos en EEUU? Por supuesto Trump dice sí.  Recuerda Clinton dijo 1/2 de sus seguidor…,USA
785301754799763460,"RT @JoseADelgadoEND: Reconoce tiene diferencias con su compañero de boleta electoral, Mike Pence, sobre Siria. debateEEUU",USA
785301250908692482,RT @JoseADelgadoEND: Trump dice que el régimen de Asad y Rusia están combatiendo el Estado Islámico.,USA
785301060378210304,"RT @JoseADelgadoEND: Trump sostiene que Clinton habla duro contra Rusia y Putin, pero ni sabe quienes son los rebeldes en Siria.",USA
785300345077452803,RT @JoseADelgadoEND: Clinton insiste en un una zona de exclusión aérea en Siria y cuestiona las motivaciones de Rusia en esa guerra.,USA
785298615820443648,"RT @JoseADelgadoEND: Trump admite tomó beneficios contributivos por la deuda de $915 millones de 1995. Pero, dice que lo mismo hacen los do…",USA
785298092115406848,RT @JoseADelgadoEND: Clinton dijo que Trump vive en una realidad alterna y recuerda que él quizá no ha pagado contribuciones en dos décad…,USA
785297558356709376,RT @JoseADelgadoEND: Trump dice que los amigos de Clinton se aprovechan como el de las mismas ventajas de deducciones tributarias que él ha…,USA
785297197701009408,"RT @JoseADelgadoEND: Trump no se ha sentado, se ha pasado caminando e inhalando con fuerza otra vez.",USA
785296153457733632,RT @JoseADelgadoEND: Trump asociando crimenes con inmigración. Yo entiendo la frontera..ella tiene mal juicio. Nunca dbe ser presidente de…,USA
785296133186654211,"RT @JoseADelgadoEND: Clinton dice habrá verificación de inmigrantes, pero no puede haber  política pública prohibir entrada personas a EEUU…",USA
785294833057345536,"RT @JoseADelgadoEND: ¿Mantiene posición de impedir entrada musulmanes? Es un examen de historial extremo. Eso es a lo que me refiero, dij…",USA
785294386829533184,"RT @JoseADelgadoEND: No estamos en guerra contra el islam..., advierte Clinton, al indicar que debe evitarse caer en el juego de los terr…",USA
785293790063890436,RT @JoseADelgadoEND: Preguntan a Trump como atender las preocupaciones de musulmantes ante la fobia que se fomenta contra ellos. debateEEUU,USA
785292867325480960,RT @JoseADelgadoEND: Trump sostiene que él quiere eliminar límites estatales para los planes de las aseguradoras.,USA
785292114330464258,"RT @JoseADelgadoEND: Obamacare es un desastre, sostuvo Trump. Teme respuesta demócrata será pedirle más dinero al Congreso. debateEEUU",USA
785291699329257472,"RT @JoseADelgadoEND: Clinton coincide primas seguro médico bajo Obacamare se han elevado demasiado, pero quiere corregirlo. Advierte Trump…",USA
785291299934965760,RT @JoseADelgadoEND: Trump sigue interrumpiendo y Clinton dice que busca desviar debate sobre su campaña que implosiona. debateEEUU,USA
785290985920094208,"RT @JoseADelgadoEND: Deber avergonzarte por eliminar 33,000 correos electrónicos, indicó Clinton. debateEEUU",USA
785290740544876544,RT @JoseADelgadoEND: Clinton vuelve a disculparse por haber utilizado servidor privado para manejar correos electrónicos oficiales Departam…,USA
785290351590318081,"RT @JoseADelgadoEND: estarías en la cárcel, dice Trump, al responde comentario de Clinton de que por suerte no está él a cargo del sistem…",USA
785290224041533440,RT @JoseADelgadoEND: Clinton dice que pueden verificar comentarios falsos de Trump en su página internet.Dice por suerte no está a cargo…,USA
785290047683645441,"RT @JoseADelgadoEND: La gente de este país está furiosa,sostuvo Trump, tras prometer ordenar investigación de un fiscal especial en su co…",USA
785289643373633536,"RT @JoseADelgadoEND: Trump sostiene que Clinton debe disculparse por haber eliminado 33,000 mensajes electrónicos. Promete investigarla si…",USA
785289319955042304,"RT @JoseADelgadoEND: Clinton dice Trump nunca se ha disculpado por burlarse familia musulmana,  periodista discapacitado y cuestionar juez…",USA
785288815237705728,RT @JoseADelgadoEND: Trump sostiene que Hillary Clinton es la que debe avergonzarse. Clinton dice que acusaciones que hace Trump no son cie…,USA
785288780055928832,"RT @JoseADelgadoEND: Insiste sus comentarios fueron charlas de vestuario y dice que el ha dicho cosas, pero Bill Clinton es el que ha ata…",USA
785288084099248131,"RT @JoseADelgadoEND: Trump ha indicado ya dos veces que quiere ayudar a hispanos y afroamericanos, dos grupos que encuestas dicen favorecen…",USA
785287590958116866,"RT @JoseADelgadoEND: Clinton sostiene hemos visto a Trump denigrando a mujeres, insultandolas. Como ha hecho con imigrantes, latinos y ve…",USA
785287569982365696,"RT @JoseADelgadoEND: Clinton sostiene ha diferido de otros candidatos GOP, pero cree que el caso de Trump es diferente. No es apto para se…",USA
785286971203518464,RT @JoseADelgadoEND: Trump dice que nadie tiene más respeto que yo por las mujeres y dice que nunca ha acosado sexualmente a una mujer. …,USA
785285754700177408,"RT @JoseADelgadoEND: Primera pregunta a Clinton, ¿si creen que son modelos adecuados para la juventud?debateEEUU",USA
785285483899133952,[EN VIVO] Cara a cara Trump y Clinton en su segundo debate -  ,USA
785285062442885121,"RT @JoseADelgadoEND: El debate tiene como telón de fondo la grave crisis en la campaña de DonaldTrump, quien ha respondido tomando ofensiv…",USA
785282791730655232,Trump arremete contra republicanos que lo critican -  ,USA
785275991253917696,Santos dedica Nobel de la Paz a víctimas del conflicto armado -  ,USA
785269772581691393,Arquitectos rechazan la demolición del emblemático hotel Cerromar -  ,USA
785264510877569024,María Kuzmovich y Brian Toth se coronan en el CoronaProSurfPR -  ,USA
785260203948150786,Cientos piden la liberación de Oscar López frente a la Casa Blanca -  ,USA
785256631504220160,.@ATT deja de reemplazar teléfonos Samsung tras nuevas fallas -  ,USA
785251235175600128,.@ricardorossello y González recorren los pueblos del oeste -  ,USA
785246345107910656,.@DavidBernierPR realiza cierre de campaña en distrito de Humacao -  ,USA
785243120157941764,Enamorado @TeamCJCorrea -  ,USA
785237898685583360,.@POTUS critica a Donald Trump por menospreciar a las mujeres -  ,USA
785232565145698304,[VÍDEO] Recordando a Don Quique Lucca -  ,USA
785227484379746304,Cierran carretera en Trujillo Alto por caída de postes de luz -  ,USA
785223861075742720,Mujer sufre quemaduras al intentar prender una fogata -  ,USA
785219758853541888,Kim Kardashian pierde un $1 millón al mes -  ,USA
785215159727820804,Exconvictos alegan discrimen de parte del municipio de Isabela - ,USA
785206936161492992,Fallece el creador de La Sonora Ponceña Quique Lucca -  ,USA
785197038795235329,Investigan maltrato en hogar de ancianos en Río Piedras - ,USA
785183475754078208,¿Por qué abandonan ahora a @realDonaldTrump los republicanos? - ,USA
785178752032530432,Puerto Rico ante el debate por el derecho a morir -  ,USA
785172877460942848,Candidatos presentan su plan para evitar la imposición de tantas contribuciones a la clase trabajadora -… ,USA
785169778524561408,¿Es realmente el desayuno la comida más importante del día? - ,USA
785166110941327361,Fidel Castro descalifica a @realDonaldTrump -  ,USA
785164154491408384,"RT @JoseADelgadoEND: La alcaldesa de SJ, @CarmenYulinCruz , @MMViverito y @LuisGutierrez ya en el parque Lafayette frente a la CasaBlanca.…",USA
785164142273372164,RT @JoseADelgadoEND: @JoseADelgadoEND Johanna Rosaly abre el evento frente a La Casa Blanca en reclamo excarcelacion. FreeOscarLopezNow,USA
785161283863580672,[INFOGRAFÍA] Semejanzas y diferencias de las propuestas contributivas federales -  ,USA
785156034688000000,.@kanygarcia manifiesta su amor -  ,USA
785152192307007488,Crece el mercado de las armas -  ,USA
785148702864183301,Dominguea: te presentamos 10 actividades que puedes hacer hoy en familia -  ,USA
785142826677874688,[VÍDEO] @keyllitai: Sentía que se me acababa la vida -  ,USA
785139026537779200,"Conoce a Andrew Biggs, integrante de la Junta que podría ser la voz dominante en el tema de los sistemas de retiro… ",USA
785134642613497856,Ratones invaden centro Head Start del residencial Manuel A. Pérez - ,USA
785130951810519040,Vinagre | Mayra Montero reflexiona sobre las promesas de las campañas políticas con PROMESA -… ,USA
785125882037841920,.@MonicaAce93 convierte en oro lo que toca -  ,USA
785119826498904064,Lázaro asume su parte por corrupción en AAA -  ,USA
785116107006894081,Herido adolescente en caso de violencia de género -  ,USA
785111834642698240,"[OPINIÓN] La guanábana, los asteroides y el cáncer -  ",USA
785106211209293825,De Nueva York a Adjuntas | Cuentan cómo la vida campesina las hace sentirse más plenas -  ,USA
785102193338621952,[VÍDEO] @keyllitai: “Vivo mi milagro con alegría | Revela todo en La Gran Entrevista -  ,USA
